id,file,time,confidence
963,output/eng_14_135_077-300-1-15.png,61.86,0.89
964,output/eng_14_135_077-300-16-28.png,64.06,0.9
965,output/eng_14_135_119-300-1-15.png,116.49,0.9
966,output/eng_14_135_119-300-16-30.png,329.83,0.9
967,output/eng_14_135_119-300-31-41.png,79.31,0.93
968,output/eng_14_136_127-300-1-15.png,117.21,0.9
969,output/eng_14_136_127-300-16-30.png,383.33,0.9
970,output/eng_14_136_127-300-31-32.png,23.88,0.94
971,output/eng_14_136_141-300-1-15.png,69.22,0.9
972,output/eng_14_136_141-300-16-25.png,77.3,0.92
973,output/eng_14_136_159-300-1-15.png,130.25,0.9
974,output/eng_14_136_159-300-16-28.png,62.55,0.91
975,output/eng_14_136_164-300-1-15.png,110.98,0.9
976,output/eng_14_136_164-300-16-30.png,118.4,0.89
977,output/eng_14_137_004-300-1-15.png,104.29,0.9
978,output/eng_14_137_004-300-16-30.png,131.8,0.89
979,output/eng_14_137_004-300-31-42.png,89.61,0.93
980,output/eng_14_137_028-300-1-15.png,86.23,0.9
981,output/eng_14_137_028-300-16-30.png,337.0,0.9
982,output/eng_14_137_028-300-31-44.png,164.85,0.92
983,output/eng_14_137_081-300-1-15.png,103.38,0.9
984,output/eng_14_137_081-300-16-30.png,269.11,0.89
985,output/eng_14_137_081-300-31-45.png,268.64,0.9
986,output/eng_14_137_154-300-1-15.png,159.78,0.89
987,output/eng_14_137_154-300-16-30.png,760.38,0.89
988,output/eng_14_137_154-300-31-31.png,25.37,0.95
989,output/eng_14_138_126-300-1-15.png,96.96,0.89
990,output/eng_14_138_126-300-16-23.png,39.01,0.95
991,output/eng_14_139_122-300-1-15.png,105.15,0.89
992,output/eng_14_139_122-300-16-30.png,644.09,0.89
993,output/eng_14_139_122-300-31-33.png,24.73,0.93
994,output/eng_14_139_123-300-1-15.png,94.27,0.9
995,output/eng_14_139_123-300-16-30.png,334.01,0.89
996,output/eng_14_139_123-300-31-44.png,85.66,0.93
997,output/eng_14_140_122-300-1-15.png,292.23,0.89
998,output/eng_14_140_122-300-16-30.png,150.11,0.9
999,output/eng_14_140_122-300-31-43.png,95.98,0.9
1000,output/eng_14_136_164-300-31-35.png,33.13,0.93
